rva	symbol	category	disposition	public_header	probe	address_id
0002F3B0	IVP_Collision_Delegator_Root_Mindist::object_is_removed_from_collision_detection	collision-mindist	typed-wrapper	include/BML/IVP/Collision.h	Address::CollisionDelegatorRootMindistObjectRemoved	CollisionDelegatorRootMindistObjectRemoved
0002F3E0	IVP_Collision_Delegator_Root_Mindist::environment_is_going_to_be_deleted_event	collision-mindist	typed-wrapper	include/BML/IVP/Collision.h	Address::CollisionDelegatorRootMindistEnvironmentDeleted	CollisionDelegatorRootMindistEnvironmentDeleted
0002F3F0	IVP_Collision_Delegator_Root_Mindist::collision_is_going_to_be_deleted_event	collision-mindist	typed-wrapper	include/BML/IVP/Collision.h	Address::CollisionDelegatorRootMindistCollisionDeleted	CollisionDelegatorRootMindistCollisionDeleted
0002F430	IVP_Collision_Delegator_Root_Mindist::delegate_collisions_for_object	collision-mindist	typed-wrapper	include/BML/IVP/Collision.h	Address::CollisionDelegatorRootMindistDelegateCollisions	CollisionDelegatorRootMindistDelegateCollisions
0002F5A0	IVP_Collision_Delegator_Root_Mindist::IVP_Collision_Delegator_Root_Mindist	collision-mindist	typed-wrapper	include/BML/IVP/Collision.h	Address::CollisionDelegatorRootMindistConstruct	CollisionDelegatorRootMindistConstruct
00009A40	IVP_Real_Object::unlink_contact_points	object-core	typed-wrapper	include/BML/IVP/Object.h	unlink_contact_points(IVP_BOOL	RealObjectUnlinkContactPoints
00009610	IVP_Real_Object::update_exact_mindist_events_of_object	object-core	typed-wrapper	include/BML/IVP/Object.h	update_exact_mindist_events_of_object	RealObjectUpdateExactMindistEvents
00009350	IVP_Real_Object::enable_collision_detection	object-core	typed-wrapper	include/BML/IVP/Object.h	enable_collision_detection	RealObjectEnableCollision
00009B00	IVP_Object::IVP_Object(IVP_Cluster *, const IVP_Template_Object *)	object-hierarchy	typed-wrapper	include/BML/IVP/Object.h	IVP_Object(IVP_Cluster *father	ObjectConstruct
00009B60	IVP_Object::IVP_Object(IVP_Environment *)	object-hierarchy	typed-wrapper	include/BML/IVP/Object.h	explicit IVP_Object(IVP_Environment *targetEnvironment)	ObjectConstructRoot
00009BA0	IVP_Object::~IVP_Object	object-hierarchy	typed-wrapper	include/BML/IVP/Object.h	virtual ~IVP_Object()	ObjectDestruct
00009570	IVP_Real_Object::add_listener_collision	object-core	typed-wrapper	include/BML/IVP/Object.h	add_listener_collision	RealObjectAddCollisionListener
00009590	IVP_Real_Object::remove_listener_collision	object-core	typed-wrapper	include/BML/IVP/Object.h	remove_listener_collision	RealObjectRemoveCollisionListener
00009990	IVP_Real_Object deleting helper	object-core	typed-wrapper	include/BML/IVP/Object.h	void destroy()	RealObjectDestroy
00009C40	IVP_Real_Object::get_m_world_f_object_AT	object-core	typed-wrapper	include/BML/IVP/Object.h	get_m_world_f_object_AT	RealObjectGetCurrentMatrix
0000A2D0	IVP_Real_Object::convert_to_phantom	object-core	typed-wrapper	include/BML/IVP/Object.h	convert_to_phantom	RealObjectConvertToPhantom
000108A0	IVP_Controller_Phantom::~IVP_Controller_Phantom	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	~IVP_Controller_Phantom	ControllerPhantomDestruct
00010D00	IVP_Controller_Phantom::IVP_Controller_Phantom	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	IVP_Controller_Phantom(	ControllerPhantomConstruct
000109E0	IVP_Controller_Phantom::mindist_entered_volume	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	mindist_entered_volume	ControllerPhantomMindistEnteredVolume
00010B70	IVP_Controller_Phantom::mindist_left_volume	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	mindist_left_volume	ControllerPhantomMindistLeftVolume
0000A3E0	IVP_Real_Object::async_push_object_ws	object-core	typed-wrapper	include/BML/IVP/Object.h	async_push_object_ws	RealObjectPushWorld
0000A460	IVP_Real_Object::ensure_in_simulation	object-core	typed-wrapper	include/BML/IVP/Object.h	ensure_in_simulation	RealObjectEnsureSimulation
0000B0F0	IVP_Controller::~IVP_Controller reached from an SEH cleanup tail	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	virtual ~IVP_Controller()	ControllerDestruct
0000B600	IVP_U_Vector_Base::increment_mem	math-container	typed-wrapper	include/BML/IVP/Types.h	increment_mem	VectorIncrementMemory
0000B670	??0IVP_Hash@@QAE@HHPAX@Z	math-container	typed-wrapper	include/BML/IVP/StringHash.h	IVP_Hash(	HashConstruct
0000B6A0	??1IVP_Hash@@QAE@XZ	math-container	typed-wrapper	include/BML/IVP/StringHash.h	~IVP_Hash()	HashDestruct
0000B6F0	?find@IVP_Hash@@QBEPAXPBD@Z	math-container	typed-wrapper	include/BML/IVP/StringHash.h	void *find(	HashFind
0000B770	?add@IVP_Hash@@QAEXPBDPAX@Z	math-container	typed-wrapper	include/BML/IVP/StringHash.h	void add(	HashAdd
0000B7F0	IVP_U_String_Hash::IVP_U_String_Hash	math-container	typed-wrapper	include/BML/IVP/StringHash.h	IVP_U_String_Hash(int	StringHashConstruct
0000B820	IVP_U_String_Hash::find	math-container	typed-wrapper	include/BML/IVP/StringHash.h	void *find(	StringHashFind
0000B8C0	IVP_U_String_Hash::add	math-container	typed-wrapper	include/BML/IVP/StringHash.h	void add(	StringHashAdd
0000BD00	IVP_SurfaceManager_Polygon non-deleting destructor used by adapter deleting thunk	adapter-internal	adapter-internal			""
0000BDA0	IVP_Material_Manager::IVP_Material_Manager	material	typed-wrapper	include/BML/IVP/Material.h	IVP_Material_Manager(IVP_BOOL	MaterialManagerConstruct
0000BF00	IVP_Material_Simple::IVP_Material_Simple	material	typed-wrapper	include/BML/IVP/Material.h	IVP_Material_Simple(	MaterialSimpleConstruct
0000C510	IVP_Core::calc_at_matrix	object-core	typed-wrapper	include/BML/IVP/Core.h	calc_at_matrix	CoreCalculateMatrixAt
0000C830	IVP_Core::async_push_core	object-core	typed-wrapper	include/BML/IVP/Core.h	async_push_core(	CoreAsyncPush
0000E030	IVP_U_Float_Point::fast_normize	math-container	typed-wrapper	include/BML/IVP/Types.h	IVP_RETURN_TYPE fast_normize()	FloatPointFastNormalize
0000E120	IVP_U_Point::normize	math-container	typed-wrapper	include/BML/IVP/Types.h	IVP_RETURN_TYPE normize()	PointNormalize
0000E480	IVP_U_Float_Point::real_length	math-container	typed-wrapper	include/BML/IVP/Types.h	IVP_DOUBLE real_length() const	FloatPointRealLength
0000E7F0	IVP_U_Float_Hesse::calc_hesse	math-container	typed-wrapper	include/BML/IVP/Types.h	void calc_hesse(	FloatHesseCalculate
0000E8C0	IVP_U_Float_Hesse::normize	math-container	typed-wrapper	include/BML/IVP/Types.h	struct IVP_U_Float_Hesse	FloatHesseNormalize
0000EB00	IVP_U_Matrix::init	math-container	typed-wrapper	include/BML/IVP/Types.h	void init(	MatrixInitialize
0000F3E0	IVP_U_Matrix::vimult4	math-container	typed-wrapper	include/BML/IVP/Types.h	void vimult4(	MatrixInverseTransformPoint
0000F760	IVP_U_Matrix3::vimult3	math-container	typed-wrapper	include/BML/IVP/Types.h	void vimult3(	Matrix3InverseTransformPoint
0000F830	IVP_U_Matrix::shift_os	math-container	typed-wrapper	include/BML/IVP/Types.h	void shift_os(	MatrixShiftObject
000104C0	IVP_Attacher_To_Cores_Buoyancy::IVP_Attacher_To_Cores_Buoyancy	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	IVP_Attacher_To_Cores_Buoyancy *create	BuoyancyAttacherConstruct
00010650	IVP_Attacher_To_Cores_Buoyancy::~IVP_Attacher_To_Cores_Buoyancy	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	~IVP_Attacher_To_Cores_Buoyancy()	BuoyancyAttacherDestruct
000106B0	IVP_Attacher_To_Cores<IVP_Controller_Buoyancy>::element_added	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	BuoyancyAttacherElementAdded	BuoyancyAttacherElementAdded
00010720	IVP_Attacher_To_Cores<IVP_Controller_Buoyancy>::element_removed	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	BuoyancyAttacherElementRemoved	BuoyancyAttacherElementRemoved
00010740	IVP_Attacher_To_Cores<IVP_Controller_Buoyancy>::pset_is_going_to_be_deleted	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	BuoyancyAttacherSetDeleted	BuoyancyAttacherSetDeleted
00010820	IVP_Liquid_Surface_Descriptor_Simple::IVP_Liquid_Surface_Descriptor_Simple	buoyancy-phantom	typed-wrapper	include/BML/IVP/Buoyancy.h	IVP_Liquid_Surface_Descriptor_Simple(	LiquidSurfaceSimpleConstruct
00010880	IVP_Template_Phantom::IVP_Template_Phantom	buoyancy-phantom	typed-wrapper	include/BML/IVP/Templates.h	IVP_Template_Phantom()	TemplatePhantomConstruct
00011B10	IVP_Controller_Manager::add_controller_to_core	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	add_controller_to_core	ControllerManagerAddToCore
00011B20	IVP_Controller_Manager::remove_controller_from_core	controller-constraint	typed-wrapper	include/BML/IVP/Controller.h	remove_controller_from_core	ControllerManagerRemoveFromCore
00012570	IVP_Template_Constraint::IVP_Template_Constraint	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	IVP_Template_Constraint()	TemplateConstraintConstruct
00012870	IVP_Template_Constraint::set_constraint_ws	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	void set_constraint_ws(	TemplateConstraintSetWorld
00012960	IVP_Template_Constraint::limit_translation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	void limit_translation_axis(	TemplateConstraintLimitTranslation
00012990	IVP_Template_Constraint::limit_rotation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	void limit_rotation_axis(	TemplateConstraintLimitRotation
000129C0	IVP_Environment::create_constraint	controller-constraint	typed-wrapper	include/BML/IVP/Environment.h	create_constraint(	EnvironmentCreateConstraint
00013270	IVP_Environment::~IVP_Environment	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	void destroy()	EnvironmentDestruct
00013680	IVP_Environment::set_gravity	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	void set_gravity(	EnvironmentSetGravity
00013700	IVP_Environment::create_spring	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	create_spring(	EnvironmentCreateSpring
000137E0	IVP_Environment_Manager::create_environment	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	create_environment(	EnvironmentManagerCreateEnvironment
000138B0	IVP_Environment_Manager::get_environment_manager	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	get_environment_manager()	EnvironmentManagerGet
000138C0	IVP_Environment::simulate_dtime	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	simulate_dtime(	EnvironmentSimulateDelta
00013920	IVP_Draw_Vector_Debug::~IVP_Draw_Vector_Debug	environment-debug	typed-wrapper	include/BML/IVP/Environment.h	Address::DrawVectorDebugDestruct	DrawVectorDebugDestruct
00013940	IVP_Environment::delete_draw_vector_debug	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	delete_draw_vector_debug()	EnvironmentDeleteDrawVectors
000139A0	IVP_Environment::create_polygon	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	create_polygon(	EnvironmentCreatePolygon
00013A10	IVP_Environment::create_ball	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	create_ball(	EnvironmentCreateBall
00013A80	IVP_Environment::add_listener_object_global	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	add_listener_object_global	EnvironmentAddObjectListener
00013AC0	IVP_Environment::fire_event_object_created	environment-listener	typed-wrapper	include/BML/IVP/Environment.h	fire_event_object_created(	EnvironmentFireObjectCreated
00013AF0	IVP_Environment::fire_event_object_deleted	environment-listener	typed-wrapper	include/BML/IVP/Environment.h	fire_event_object_deleted(	EnvironmentFireObjectDeleted
00013B20	IVP_Environment::fire_event_object_frozen	environment-listener	typed-wrapper	include/BML/IVP/Environment.h	fire_event_object_frozen(	EnvironmentFireObjectFrozen
00013B50	IVP_Environment::fire_event_object_revived	environment-listener	typed-wrapper	include/BML/IVP/Environment.h	fire_event_object_revived(	EnvironmentFireObjectRevived
00013C70	IVP_Environment::add_listener_collision_global	environment-factory	typed-wrapper	include/BML/IVP/Environment.h	add_listener_collision_global	EnvironmentAddCollisionListener
00013E70	IVP_Template_Two_Point::IVP_Template_Two_Point	anchor	typed-wrapper	include/BML/IVP/Actuator.h	IVP_Template_Two_Point()	TemplateTwoPointConstruct
00013E80	IVP_Template_Anchor::set_anchor_position_ws	anchor	typed-wrapper	include/BML/IVP/Actuator.h	set_anchor_position_ws	TemplateAnchorSetWorldPosition
00014200	IVP_Template_Spring::IVP_Template_Spring	anchor	typed-wrapper	include/BML/IVP/Actuator.h	IVP_Template_Spring()	TemplateSpringConstruct
00014970	IVP_Collision_Filter_Coll_Group_Ident::IVP_Collision_Filter_Coll_Group_Ident	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	IVP_Collision_Filter_Coll_Group_Ident(	CollisionFilterGroupIdentConstruct
00014B80	IVP_Collision_Filter_Exclusive_Pair::IVP_Collision_Filter_Exclusive_Pair	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	IVP_Collision_Filter_Exclusive_Pair()	CollisionFilterExclusivePairConstruct
00014C70	IVP_Meta_Collision_Filter::add_collision_filter	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	void add_collision_filter(	CollisionFilterMetaAdd
00014D40	IVP_Meta_Collision_Filter::IVP_Meta_Collision_Filter	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	IVP_Meta_Collision_Filter(IVP_BOOL	CollisionFilterMetaConstruct
00014CE0	IVP_Meta_Collision_Filter::~IVP_Meta_Collision_Filter	collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	~IVP_Meta_Collision_Filter()	CollisionFilterMetaDestruct
00014FA0	IVP_PerformanceCounter_Simple::IVP_PerformanceCounter_Simple	performance-active	typed-wrapper	include/BML/IVP/Performance.h	IVP_PerformanceCounter_Simple()	PerformanceCounterSimpleConstruct
00015160	IVP_U_Active_Value_Manager::IVP_U_Active_Value_Manager	performance-active	typed-wrapper	include/BML/IVP/ActiveValue.h	IVP_U_Active_Value_Manager(IVP_BOOL	ActiveValueManagerConstruct
00015E70	IVP_Application_Environment::IVP_Application_Environment	template-application	typed-wrapper	include/BML/IVP/Environment.h	IVP_Application_Environment()	ApplicationEnvironmentConstruct
00015EC0	IVP_Template_Object::set_name	template-application	typed-wrapper	include/BML/IVP/Templates.h	void set_name(	TemplateObjectSetName
00015EF0	IVP_Template_Real_Object::IVP_Template_Real_Object	template-application	typed-wrapper	include/BML/IVP/Templates.h	IVP_Template_Real_Object()	TemplateRealObjectConstruct
00015F60	IVP_Template_Object::~IVP_Template_Object	template-application	typed-wrapper	include/BML/IVP/Templates.h	~IVP_Template_Object()	TemplateObjectDestruct
00015F70	IVP_Template_Real_Object::set_nocoll_group_ident	template-application	typed-wrapper	include/BML/IVP/Templates.h	void set_nocoll_group_ident(	TemplateRealObjectSetNoCollGroup
00015FE0	IVP_Mindist_Settings::set_collision_tolerance	environment-listener	typed-wrapper	include/BML/IVP/Environment.h	set_global_collision_tolerance(	MindistSettingsSetCollisionTolerance
00028270	IVP_Constraint_Local::IVP_Constraint_Local	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	IVP_Constraint_Local(	ConstraintLocalConstruct
000284D0	IVP_Constraint_Local internal template initializer	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	ConstraintLocalInitialize	ConstraintLocalInitialize
00028950	IVP_Constraint_Local::core_is_going_to_be_deleted_event via retail vtable slot 0	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	core_is_going_to_be_deleted_event(	ConstraintLocalCoreDeleted
00028960	IVP_Constraint_Local::do_simulation_controller via retail vtable slot 4	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	do_simulation_controller(	ConstraintLocalSimulate
0002A210	IVP_Constraint_Local::change_fixing_point_Ros via retail vtable slot 7	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_fixing_point_Ros(	ConstraintLocalChangeFixingPoint
0002A2E0	IVP_Constraint_Local::change_target_fixing_point_Ros via retail vtable slot 8	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_target_fixing_point_Ros(	ConstraintLocalChangeTargetFixingPoint
0002A380	IVP_Constraint_Local::change_translation_axes_Ros via retail vtable slot 9	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_translation_axes_Ros(	ConstraintLocalChangeTranslationAxes
0002A430	IVP_Constraint_Local::change_target_translation_axes_Ros via retail vtable slot 10	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_target_translation_axes_Ros(	ConstraintLocalChangeTargetTranslationAxes
0002A4A0	IVP_Constraint_Local::fix_translation_axis via retail vtable slot 11	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	fix_translation_axis(	ConstraintLocalFixTranslationAxis
0002A4D0	IVP_Constraint_Local::free_translation_axis via retail vtable slot 12	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	free_translation_axis(	ConstraintLocalFreeTranslationAxis
0002A500	IVP_Constraint_Local::limit_translation_axis via retail vtable slot 13	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	limit_translation_axis(	ConstraintLocalLimitTranslationAxis
0002A540	IVP_Constraint_Local::change_max_translation_impulse via retail vtable slot 14	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_max_translation_impulse(	ConstraintLocalChangeMaxTranslationImpulse
0002A5C0	IVP_Constraint_Local::change_rotation_axes_Ros via retail vtable slot 15	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_rotation_axes_Ros(	ConstraintLocalChangeRotationAxes
0002A6C0	IVP_Constraint_Local::change_target_rotation_axes_Ros via retail vtable slot 16	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_target_rotation_axes_Ros(	ConstraintLocalChangeTargetRotationAxes
0002A760	IVP_Constraint_Local::fix_rotation_axis via retail vtable slot 17	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	fix_rotation_axis(	ConstraintLocalFixRotationAxis
0002A790	IVP_Constraint_Local::free_rotation_axis via retail vtable slot 18	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	free_rotation_axis(	ConstraintLocalFreeRotationAxis
0002A7C0	IVP_Constraint_Local::limit_rotation_axis via retail vtable slot 19	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	limit_rotation_axis(	ConstraintLocalLimitRotationAxis
0002A800	IVP_Constraint_Local::change_max_rotation_impulse via retail vtable slot 20	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_max_rotation_impulse(	ConstraintLocalChangeMaxRotationImpulse
0002A880	IVP_Constraint_Local::change_Aos_to_relaxe_constraint via retail vtable slot 21	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_Aos_to_relaxe_constraint(	ConstraintLocalRelaxAttached
0002A920	IVP_Constraint_Local::change_Ros_to_relaxe_constraint via retail vtable slot 22	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	change_Ros_to_relaxe_constraint(	ConstraintLocalRelaxReference
00038290	IVP_SurfaceBuilder_Ledge_Soup::IVP_SurfaceBuilder_Ledge_Soup	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	IVP_SurfaceBuilder_Ledge_Soup()	SurfaceBuilderLedgeSoupConstruct
00038340	IVP_SurfaceBuilder_Ledge_Soup::~IVP_SurfaceBuilder_Ledge_Soup	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	~IVP_SurfaceBuilder_Ledge_Soup()	SurfaceBuilderLedgeSoupDestruct
00038430	IVP_SurfaceBuilder_Ledge_Soup::insert_ledge	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	void insert_ledge(	SurfaceBuilderLedgeSoupInsert
000384B0	IVP_SurfaceBuilder_Ledge_Soup::compile	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	IVP_Compact_Surface *compile(	SurfaceBuilderLedgeSoupCompile
0003AE20	IVP_SurfaceBuilder_Pointsoup::convert_pointsoup_to_compact_ledge	surface-builder	typed-wrapper	include/BML/IVP/SurfaceBuilder.h	convert_pointsoup_to_compact_ledge	SurfaceBuilderPointsoupToLedge
0003BF80	IVP_Template_Polygon::IVP_Template_Polygon	surface-builder	typed-wrapper	include/BML/IVP/Templates.h	IVP_Template_Polygon()	TemplatePolygonConstruct
0003BFA0	IVP_Template_Polygon::~IVP_Template_Polygon	surface-builder	typed-wrapper	include/BML/IVP/Templates.h	~IVP_Template_Polygon()	TemplatePolygonDestruct
0003C000	IVP_Template_Surface::IVP_Template_Surface	surface-builder	typed-wrapper	include/BML/IVP/Templates.h	IVP_Template_Surface()	TemplateSurfaceConstruct
0003C020	IVP_Template_Surface::close_surface	surface-builder	typed-wrapper	include/BML/IVP/Templates.h	void close_surface()	TemplateSurfaceClose
0003C050	IVP_Template_Surface::get_surface_index	surface-builder	typed-wrapper	include/BML/IVP/Templates.h	int get_surface_index()	TemplateSurfaceGetIndex
00033D80	IVP_Great_Matrix_Many_Zero::matrix_check_unequation_line	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	matrix_check_unequation_line(	GreatMatrixCheckUnequationLine
00033DE0	IVP_Great_Matrix_Many_Zero::add_multiple_line	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	void add_multiple_line(	GreatMatrixAddMultipleLine
00033E50	IVP_Great_Matrix_Many_Zero::solve_great_matrix_many_zero	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	solve_great_matrix_many_zero()	GreatMatrixSolve
00033E70	IVP_Great_Matrix_Many_Zero::align_matrix_values	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	void align_matrix_values()	GreatMatrixAlignValues
00033E80	IVP_Great_Matrix_Many_Zero::find_pivot_in_column	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	find_pivot_in_column(	GreatMatrixFindPivot
00033F00	IVP_Great_Matrix_Many_Zero::exchange_rows	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	void exchange_rows(	GreatMatrixExchangeRows
00033F80	IVP_Great_Matrix_Many_Zero::transform_to_lower_null_triangle	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	transform_to_lower_null_triangle()	GreatMatrixTransformLowerNull
00034030	IVP_Great_Matrix_Many_Zero::solve_lower_null_matrix	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	solve_lower_null_matrix()	GreatMatrixSolveLowerNull
00034100	IVP_Great_Matrix_Many_Zero::IVP_Great_Matrix_Many_Zero	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	IVP_Great_Matrix_Many_Zero()	GreatMatrixConstruct
00034120	IVP_Great_Matrix_Many_Zero::fill_from_bigger_matrix	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	fill_from_bigger_matrix(	GreatMatrixFillFromBigger
00034270	IVP_Great_Matrix_Many_Zero::mult_aligned	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	void mult_aligned()	GreatMatrixMultiplyAligned
000346E0	IVP_Linear_Constraint_Solver::init_and_solve_lc	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	init_and_solve_lc(	LinearConstraintSolverSolve
00035780	IVP_Incr_L_U_Matrix::normize_row_L	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	normize_row_L(	IncrementalLuNormalizeRowL
000357F0	IVP_Incr_L_U_Matrix::normize_row	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	normize_row(	IncrementalLuNormalizeRow
000358A0	IVP_Incr_L_U_Matrix::exchange_rows_l_u	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	exchange_rows_l_u(	IncrementalLuExchangeRows
00035950	IVP_Incr_L_U_Matrix::pivot_search_l_u	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	pivot_search_l_u(	IncrementalLuPivotSearch
000359D0	IVP_Incr_L_U_Matrix::add_neg_row_to_row_l_u	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	add_neg_row_to_row_l_u(	IncrementalLuAddNegativeRow
00035A80	IVP_Incr_L_U_Matrix::subtract_row_L	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	subtract_row_L(	IncrementalLuSubtractRowL
00035AE0	IVP_Incr_L_U_Matrix::l_u_decomposition_with_pivoting	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	l_u_decomposition_with_pivoting()	IncrementalLuDecompose
00035BE0	IVP_Incr_L_U_Matrix::increment_l_u	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	increment_l_u()	IncrementalLuIncrement
00035D00	IVP_Incr_L_U_Matrix::decrement_l_u	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	decrement_l_u(	IncrementalLuDecrement
00035E80	IVP_Incr_L_U_Matrix::exchange_columns_L	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	exchange_columns_L(	IncrementalLuExchangeColumnsL
00035EE0	IVP_Incr_L_U_Matrix::exchange_columns_U	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	exchange_columns_U(	IncrementalLuExchangeColumnsU
00035F40	IVP_Incr_L_U_Matrix::mult_vec_with_L	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	mult_vec_with_L()	IncrementalLuMultiplyVectorL
00035F90	IVP_Incr_L_U_Matrix::solve_vec_with_U	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	solve_vec_with_U()	IncrementalLuSolveVectorU
00035FF0	IVP_Incr_L_U_Matrix::solve_lin_equ	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	solve_lin_equ()	IncrementalLuSolveLinearEquation
00036030	IVP_Incr_L_U_Matrix::add_neg_row_L	matrix-solver	typed-wrapper	include/BML/IVP/GreatMatrix.h	add_neg_row_L(	IncrementalLuAddNegativeRowL
000300F0	IVP_U_Min_List::IVP_U_Min_List	math-container	typed-wrapper	include/BML/IVP/MinList.h	explicit IVP_U_Min_List(int size = 4)	MinListConstruct
00030170	IVP_U_Min_List::~IVP_U_Min_List	math-container	typed-wrapper	include/BML/IVP/MinList.h	~IVP_U_Min_List()	MinListDestruct
00033A30	IVP_Solver_Core_Reaction::init_reaction_solver_translation_ws	reaction-solver	typed-wrapper	include/BML/IVP/Reaction.h	init_reaction_solver_translation_ws(	SolverCoreReactionInitTranslation
00033AD0	IVP_Solver_Core_Reaction::exert_impulse_dim2	reaction-solver	typed-wrapper	include/BML/IVP/Reaction.h	exert_impulse_dim2(	SolverCoreReactionExertImpulse2
000376D0	IVP_Constraint::change_fixing_point_Ros / change_target_fixing_point_Ros	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void change_fixing_point_Ros(	ConstraintChangeFixingPoint
000376E0	IVP_Constraint::change_translation_axes_Ros / change_target_translation_axes_Ros	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void change_translation_axes_Ros(	ConstraintChangeTranslationAxes
000376F0	IVP_Constraint::fix_translation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void fix_translation_axis(	ConstraintFixTranslationAxis
00037700	IVP_Constraint::free_translation_axis	controller-constraint	typed-wrapper	include/BML/IVP/Constraint.h	virtual void free_translation_axis(	ConstraintFreeTranslationAxis
